aX,aY,aZ,gX,gY,gZ
0.326,-1.130,0.784,-12.390,-11.780,-32.349
-0.098,-1.274,0.700,20.264,6.042,-56.458
-0.523,-1.572,0.711,32.959,52.979,-79.712
-0.807,-1.816,0.532,33.203,110.413,-103.882
-0.810,-2.107,0.577,31.433,170.471,-122.559
-0.515,-2.404,0.824,40.894,216.064,-130.798
-0.265,-2.765,0.940,83.862,229.858,-130.920
-0.272,-2.775,0.587,186.462,240.784,-126.221
0.335,-3.637,1.918,339.111,241.028,-115.540
-0.288,-4.000,1.626,277.893,178.101,-140.503
0.378,-3.876,1.071,243.286,111.328,-112.793
1.014,-3.340,0.785,274.170,40.039,-132.507
1.257,-2.849,0.513,274.597,-31.982,-189.453
1.755,-2.782,0.433,219.543,-82.886,-212.646
1.902,-2.236,0.021,124.207,-100.342,-187.561
1.592,-2.301,0.380,28.320,-109.558,-134.766
1.070,-2.251,0.393,-31.433,-81.360,-50.415
0.606,-2.132,0.172,-60.059,-32.532,40.710
0.230,-2.158,0.132,-68.176,9.705,120.239
0.030,-2.246,0.051,-60.181,32.532,186.523
-0.072,-2.270,0.076,-32.776,31.067,228.149
-0.291,-2.323,0.178,9.644,7.996,241.455
-0.405,-2.341,0.337,43.762,-17.761,233.032
-0.488,-2.240,0.443,62.805,-31.311,209.717
-0.539,-2.115,0.539,68.726,-31.128,177.246
-0.571,-1.977,0.552,71.655,-27.405,147.400
-0.507,-1.876,0.563,72.754,-23.987,121.948
-0.338,-1.791,0.530,70.129,-17.944,106.262
-0.148,-1.695,0.460,63.599,-16.357,100.952
-0.009,-1.609,0.412,53.101,-20.508,92.041
-0.000,-1.525,0.326,40.527,-23.743,82.275
-0.005,-1.455,0.329,28.320,-26.855,74.158
0.075,-1.379,0.233,12.146,-25.391,68.054
0.103,-1.286,0.166,-5.737,-24.292,64.880
-0.972,-1.990,0.580,56.458,235.962,-28.503
-1.027,-2.379,0.616,55.603,280.457,-18.005
-0.915,-2.860,0.786,62.317,314.636,-8.057
-0.859,-3.308,0.845,80.627,320.984,-2.014
-0.658,-3.576,0.931,101.013,289.185,-1.282
-0.477,-3.778,0.953,120.483,231.079,-17.456
-0.069,-3.837,1.054,130.432,155.884,-51.331
0.512,-3.625,1.046,135.742,78.735,-93.872
1.094,-3.357,1.016,126.953,7.690,-142.151
1.717,-2.921,0.632,104.675,-52.368,-176.880
2.203,-2.818,0.562,64.453,-92.468,-191.040
2.176,-2.889,0.706,12.329,-108.154,-170.105
1.756,-2.791,0.664,-42.480,-90.881,-99.182
1.066,-2.563,0.481,-87.036,-42.725,-6.409
0.506,-2.372,0.428,-107.300,12.329,65.735
0.212,-2.322,0.285,-96.863,52.002,114.502
-0.063,-2.361,0.259,-65.857,56.091,137.878
-0.405,-2.501,0.471,-19.348,48.035,143.921
-0.401,-2.543,0.350,40.649,55.176,150.513
-0.475,-2.513,0.388,84.167,49.866,154.602
-0.360,-2.447,0.366,106.140,34.607,161.560
-0.329,-2.254,0.506,91.064,22.583,173.645
-0.186,-1.546,0.942,44.312,24.536,191.345
0.275,-0.884,0.897,28.198,45.288,179.749
0.129,-1.294,0.528,81.055,3.601,135.193
-0.105,-1.208,0.831,81.238,-70.190,119.507
-0.023,-1.124,0.749,46.753,-84.290,114.746
-0.006,-1.054,0.675,16.113,-93.384,106.934
0.022,-1.013,0.554,-8.362,-91.064,95.398
0.045,-1.047,0.501,-26.062,-71.838,85.815
0.157,-1.114,0.381,-45.105,-38.879,78.247
0.307,-1.086,0.172,-65.247,-12.451,72.083
0.425,-0.994,0.043,-85.510,-3.052,69.214
0.567,-0.827,-0.028,-99.548,-5.432,67.749
0.597,-0.729,-0.094,-96.741,-32.410,65.796
0.604,-0.631,-0.032,-82.581,-68.970,65.918
0.623,-0.538,-0.001,-54.260,-101.685,73.242
0.619,-0.405,-0.031,-29.846,-123.108,84.595
0.617,-0.253,0.017,-14.832,-132.996,89.417
0.573,-0.176,0.106,-3.479,-133.850,82.031
0.602,-0.117,0.076,-3.052,-124.634,63.477
0.691,-0.066,0.020,-11.841,-104.858,40.466
0.739,0.003,-0.029,-22.278,-79.407,19.287
0.741,0.066,-0.040,-25.818,-59.570,1.160
0.702,0.183,-0.062,-22.217,-49.561,-14.282
0.519,0.298,-0.017,-13.672,-52.124,-34.790
0.525,0.315,-0.014,-4.761,-70.374,-63.538
0.661,0.360,0.028,4.395,-80.994,-78.918
0.739,0.561,-0.098,5.859,-69.214,-76.843
0.411,0.742,-0.067,9.094,-29.663,-61.157
0.054,0.873,-0.041,10.742,8.484,-45.288
0.086,0.932,0.040,9.277,28.076,-43.152
-0.093,1.131,0.035,3.906,25.513,-45.715
-0.052,1.142,0.017,1.953,15.564,-40.222
-0.035,1.215,-0.009,-2.563,10.193,-34.729
-0.085,1.167,-0.031,-8.667,7.202,-26.123
-0.073,1.052,-0.049,-19.653,2.319,-18.738
-0.008,0.912,-0.067,-36.072,-4.700,-14.954
0.044,0.750,-0.084,-56.335,-13.916,-11.902
0.114,0.601,-0.100,-76.782,-26.245,-9.827
0.212,0.505,-0.116,-93.262,-39.124,-9.033
0.282,0.430,-0.117,-104.492,-51.941,-8.240
0.340,0.393,-0.119,-109.009,-62.073,-8.240
0.416,0.384,-0.102,-106.567,-66.101,-9.949
0.450,0.385,-0.107,-98.572,-67.322,-12.695
0.443,0.414,-0.121,-85.022,-68.054,-17.456
0.385,0.392,-0.114,-66.895,-64.636,-23.010
0.268,0.336,-0.079,-46.997,-57.983,-30.457
0.173,0.261,-0.053,-27.588,-50.476,-40.405
0.109,0.166,-0.016,-10.986,-43.823,-51.453
0.044,0.076,0.029,1.099,-38.025,-62.988
-0.053,-0.031,0.137,9.277,-32.043,-74.585
-0.128,-0.137,0.255,12.878,-28.931,-88.196
-0.189,-0.257,0.367,12.451,-28.198,-103.333
-0.133,-0.351,0.500,5.554,-22.644,-115.173
-0.053,-0.393,0.489,-8.606,-9.521,-121.338
0.044,-0.517,0.559,-20.264,-1.465,-125.488
0.110,-0.501,0.629,-29.175,8.789,-121.277
0.230,-0.691,0.795,-25.940,-21.484,-116.333
-0.132,-0.950,0.891,-17.700,-68.298,-112.793
-0.439,-1.326,1.030,-11.658,-55.908,-84.961
-0.692,-1.818,1.226,-6.714,-4.883,-41.138
-0.798,-2.255,1.357,0.854,63.049,14.404
-0.669,-2.628,1.416,20.874,124.939,76.111
-0.466,-2.899,1.529,51.636,166.748,127.747
-0.358,-3.050,1.733,85.327,172.852,151.917
-0.268,-3.104,1.856,107.788,136.841,141.907
-0.211,-3.005,1.824,111.755,86.426,99.365
-0.119,-2.860,1.818,93.323,44.189,34.241
0.070,-2.671,1.732,67.078,26.001,-40.466
0.417,-2.592,1.609,45.349,30.518,-117.371
0.785,-2.609,1.391,33.081,49.255,-181.274
1.041,-2.645,1.185,32.471,74.890,-216.309
1.211,-2.685,0.952,43.030,95.947,-209.229
1.274,-2.614,0.792,53.650,104.675,-163.452
1.057,-2.484,0.798,62.622,98.877,-92.773
0.833,-2.351,0.854,71.106,84.656,-19.104
0.378,-2.254,0.973,74.158,51.147,35.889
0.150,-2.289,0.976,80.688,25.208,76.416
-0.064,-2.212,0.992,74.585,9.949,101.013
-0.188,-2.162,0.959,57.800,-4.578,113.525
-0.246,-2.064,0.926,43.518,-26.245,119.263
-0.237,-1.880,0.866,35.339,-52.673,127.441
-0.202,-1.770,0.735,32.837,-76.355,135.681
-0.147,-1.609,0.742,23.865,-93.750,143.555
-0.068,-1.468,0.787,9.644,-98.755,146.912
-0.121,-1.570,0.755,0.183,-99.243,143.799
-0.130,-1.544,0.749,-17.395,-99.182,144.470
-0.037,-1.404,0.707,-44.067,-95.520,142.700
0.057,-1.247,0.712,-67.566,-88.074,135.315
0.156,-1.092,0.669,-84.229,-69.885,125.488
0.192,-0.941,0.561,-93.689,-49.988,114.441
0.281,-0.860,0.540,-95.276,-39.368,104.004
0.356,-0.837,0.473,-90.515,-41.931,96.558
0.386,-0.838,0.429,-84.595,-54.932,93.140
0.465,-0.798,0.400,-78.857,-71.899,95.581
0.564,-0.708,0.375,-75.073,-84.045,99.121
0.713,-0.523,0.336,-68.481,-87.402,101.807
0.777,-0.316,0.311,-56.702,-80.811,99.670
-0.129,-1.834,0.832,30.334,84.473,94.177
-0.218,-1.924,0.868,54.504,139.038,92.957
-0.325,-2.131,0.975,85.022,186.523,78.796
-0.373,-2.442,1.142,114.807,220.520,59.204
-0.486,-2.730,1.201,153.259,251.038,38.513
-0.488,-3.104,1.273,200.256,269.470,11.475
-0.292,-3.371,1.236,229.614,254.761,-38.025
0.126,-3.303,1.205,230.408,211.121,-115.601
0.631,-3.157,1.176,205.811,139.038,-196.289
1.140,-2.934,1.126,173.218,59.631,-251.770
1.659,-2.723,0.992,141.479,-0.732,-267.334
2.066,-2.480,0.899,103.455,-39.673,-243.286
2.169,-2.202,0.777,57.617,-70.007,-181.213
1.747,-2.079,0.659,17.273,-102.417,-90.088
1.279,-2.026,0.639,-20.325,-86.975,1.282
0.856,-2.006,0.635,-52.063,-39.490,74.951
0.516,-2.008,0.656,-65.735,13.550,122.986
0.320,-2.058,0.679,-59.021,55.725,147.583
0.147,-2.127,0.682,-41.199,75.867,154.724
-0.014,-2.176,0.680,-25.024,81.360,144.470
-0.135,-2.091,0.703,-18.127,82.336,120.178
-0.201,-1.995,0.650,-7.629,70.190,106.323
-0.284,-1.908,0.655,-1.038,52.185,103.638
-0.371,-1.831,0.617,3.296,36.743,107.910
-0.397,-1.731,0.594,13.245,22.278,115.784
-0.430,-1.638,0.546,26.428,3.052,122.803
-0.426,-1.592,0.539,35.828,-23.682,123.230
-0.399,-1.558,0.515,34.302,-51.086,118.286
-0.360,-1.526,0.484,25.146,-76.355,110.046
-0.227,-1.521,0.467,15.320,-96.863,101.440
-0.066,-1.486,0.428,5.432,-112.488,93.445
0.082,-1.386,0.414,-3.235,-120.667,90.027
0.228,-1.245,0.422,-6.958,-118.103,91.736
0.287,-1.152,0.399,-0.610,-102.722,94.421
0.303,-1.006,0.382,9.521,-72.876,99.426
0.344,-0.890,0.378,15.930,-35.950,104.980
0.438,-0.707,0.377,16.479,-5.310,103.638
0.452,-0.553,0.349,18.494,1.831,86.975
0.366,-0.457,0.347,21.118,-11.719,59.998
0.351,-0.350,0.302,15.930,-29.968,35.400
0.389,-0.276,0.265,6.042,-43.335,13.977
0.499,-0.198,0.212,-6.165,-55.786,-0.732
0.585,-0.125,0.135,-18.799,-71.228,-7.080
0.664,-0.041,0.083,-32.349,-85.876,-9.277
0.760,0.086,0.063,-38.391,-96.436,-7.568
0.799,0.145,0.023,-32.898,-103.760,-3.479
0.764,0.228,0.016,-23.926,-104.431,1.221
0.752,0.304,0.020,-10.071,-100.098,5.493
0.715,0.381,0.005,0.549,-91.370,5.066
0.588,0.491,0.068,12.451,-78.674,0.061
0.537,0.593,0.057,18.311,-68.176,-9.644
0.517,0.680,0.069,24.963,-59.387,-22.888
0.348,0.757,-0.057,31.677,-46.936,-41.870
0.071,0.786,-0.110,38.025,-19.897,-57.983
0.030,0.735,-0.111,35.645,17.822,-64.636
0.025,0.723,-0.113,21.912,44.739,-67.627
0.051,0.660,-0.107,1.221,46.204,-61.401
0.098,0.622,-0.119,-21.301,26.855,-44.189
0.155,0.560,-0.135,-41.626,1.465,-20.447
0.207,0.508,-0.124,-57.190,-21.057,4.395
0.244,0.458,-0.085,-68.176,-40.588,24.353
0.268,0.416,-0.046,-74.341,-55.542,36.377
0.281,0.375,-0.004,-76.355,-65.735,43.274
0.269,0.360,0.015,-74.890,-73.425,43.884
0.265,0.355,0.024,-71.960,-77.454,38.513
0.265,0.376,0.018,-69.031,-79.285,27.161
0.251,0.400,0.009,-65.552,-79.590,13.184
0.250,0.418,-0.027,-60.608,-77.881,0.732
0.245,0.439,-0.053,-55.603,-70.618,-10.986
0.202,0.460,-0.076,-51.025,-63.293,-22.827
0.147,0.483,-0.090,-47.424,-56.274,-34.302
0.060,0.468,-0.091,-45.410,-49.011,-47.119
-0.050,0.382,-0.068,-45.776,-42.908,-61.951
-0.133,0.231,-0.029,-47.974,-41.931,-78.674
-0.150,0.096,0.004,-54.932,-47.913,-95.642
-0.185,-0.021,0.059,-62.134,-62.561,-108.032
-0.175,-0.157,0.174,-64.758,-81.421,-113.037
-0.058,-0.265,0.333,-61.523,-99.792,-109.131
0.003,-0.358,0.437,-49.866,-120.178,-99.304
0.080,-0.450,0.592,-30.334,-127.808,-88.074
0.046,-0.490,0.700,-8.911,-111.633,-78.979
0.207,-0.649,0.857,10.864,-79.651,-70.801
0.017,-0.756,0.906,22.461,-60.364,-78.125
-0.099,-0.957,0.867,23.376,-33.020,-77.759
-0.278,-1.085,0.843,8.423,9.460,-72.632
-0.222,-1.289,0.994,-3.418,58.777,-59.875
-0.554,-1.388,0.988,13.184,107.239,-42.358
-0.639,-1.776,0.908,40.283,156.921,4.944
-0.669,-2.090,0.992,50.110,184.753,41.748
-0.749,-2.431,1.132,69.214,179.565,81.787
-0.568,-2.743,1.258,105.591,170.715,118.225
-0.456,-3.076,1.359,149.414,150.513,112.305
-0.589,-3.320,1.531,183.289,116.943,49.500
-0.539,-3.414,1.494,188.354,63.354,-36.926
-0.088,-3.208,1.408,175.903,10.620,-119.385
0.690,-3.067,1.339,162.842,-27.588,-191.162
1.475,-3.072,1.369,151.123,-64.697,-242.737
2.098,-2.949,1.461,137.817,-90.454,-267.456
2.453,-2.843,1.582,111.572,-90.759,-243.042
2.134,-2.620,1.649,67.017,-56.946,-151.794
1.333,-2.247,1.453,24.719,4.333,-27.222
0.512,-1.971,1.340,-9.033,74.341,79.529
-0.013,-1.881,1.154,-37.476,132.690,144.714
-0.237,-1.862,1.036,-59.448,167.786,167.664
-0.290,-1.820,0.954,-69.763,173.218,161.255
-0.391,-1.758,0.884,-63.599,158.264,140.625
-0.462,-1.678,0.882,-47.668,133.728,114.014
-0.453,-1.581,0.851,-27.222,112.122,93.140
-0.383,-1.551,0.849,-8.240,100.220,85.266
-0.329,-1.546,0.855,2.563,93.689,87.952
-0.274,-1.547,0.862,6.470,87.097,93.506
-0.205,-1.539,0.857,8.484,74.524,97.107
-0.181,-1.562,0.823,11.047,58.167,95.642
-0.125,-1.582,0.796,13.428,52.856,90.881
-0.066,-1.572,0.752,14.099,52.246,82.275
-0.017,-1.558,0.700,12.756,47.852,69.702
0.040,-1.536,0.623,8.850,39.978,58.899
0.110,-1.519,0.525,0.916,30.823,52.673
0.115,-1.502,0.476,-10.010,17.456,51.575
0.184,-1.803,1.051,42.542,63.232,27.649
0.364,-1.987,1.113,52.124,80.994,35.828
0.286,-2.187,1.208,69.946,112.915,44.189
0.172,-2.366,1.201,81.421,158.508,50.049
0.000,-2.519,1.328,81.909,212.219,41.626
-0.318,-2.668,1.286,89.478,262.390,10.559
-0.596,-2.788,1.238,102.600,298.279,-45.227
-0.859,-2.912,1.057,118.042,323.730,-121.887
-0.494,-3.058,0.739,120.544,333.557,-208.923
0.561,-3.258,0.531,102.600,290.161,-301.514
1.254,-3.561,0.383,71.045,174.622,-378.235
2.190,-3.660,0.317,48.279,35.583,-387.634
2.255,-3.677,0.153,45.532,-101.807,-318.481
2.478,-3.231,0.294,30.762,-211.548,-186.340
1.992,-2.417,0.584,4.333,-269.531,-15.991
1.075,-2.063,0.704,-0.427,-273.560,132.202
0.332,-1.805,0.871,9.033,-227.783,206.116
-0.192,-1.613,0.854,19.165,-159.302,226.807
-0.357,-1.594,0.730,35.156,-89.172,221.802
-0.295,-1.635,0.633,41.260,-4.089,186.646
-0.205,-1.514,0.805,29.846,60.974,140.808
-0.101,-1.538,0.707,50.110,72.754,117.859
-0.154,-1.442,0.645,53.040,69.946,103.882
-0.260,-1.311,0.586,39.307,59.875,101.990
-0.330,-1.242,0.552,23.804,42.908,103.088
-0.339,-1.185,0.668,10.498,19.348,105.042
-0.316,-1.266,0.660,3.113,0.244,102.600
-0.290,-1.309,0.613,-9.216,-8.606,93.018
-0.186,-1.363,0.653,-15.076,-19.165,85.632
-0.132,-1.432,0.581,-17.212,-23.437,78.552
-0.055,-1.479,0.520,-16.724,-23.560,75.256
0.051,-1.484,0.478,-18.860,-19.836,77.026
0.075,-1.457,0.481,-22.705,-12.085,78.003
0.042,-1.401,0.482,-18.982,-2.075,77.820
0.039,-1.294,0.425,-7.629,11.414,74.890
0.037,-1.210,0.314,5.005,21.790,67.383
0.094,-1.169,0.237,9.827,27.893,55.481
0.093,-1.094,0.182,4.761,30.518,44.983
0.175,-0.982,0.114,-6.653,35.034,35.950
0.274,-0.905,0.136,-17.395,30.029,27.405
0.372,-0.857,0.139,-22.705,7.202,19.653
0.465,-0.810,0.149,-24.597,-23.987,16.418
0.552,-0.745,0.089,-30.029,-50.232,20.264
0.620,-0.689,0.154,-36.316,-73.608,28.870
0.662,-0.619,0.172,-43.152,-96.863,38.818
0.710,-0.533,0.145,-49.866,-112.427,46.814
0.676,-0.444,0.112,-57.617,-120.239,50.598
0.680,-0.306,0.132,-67.322,-123.779,48.096
0.713,-0.224,0.093,-71.716,-123.230,39.246
0.697,-0.177,0.050,-73.242,-121.887,28.748
0.735,-0.147,0.023,-73.608,-119.934,17.456
0.793,-0.102,-0.022,-75.439,-113.708,6.592
0.768,-0.067,-0.016,-74.341,-110.046,-1.343
0.771,0.007,-0.023,-72.998,-105.530,-5.859
0.757,0.107,-0.038,-68.542,-102.356,-7.935
0.768,0.238,-0.024,-59.814,-97.961,-7.446
0.704,0.352,-0.026,-44.495,-87.585,-5.066
0.625,0.362,0.018,-22.217,-66.467,-2.136
0.485,0.418,0.029,-4.517,-36.987,-3.723
0.461,0.446,0.020,7.263,-8.606,-11.353
0.453,0.521,0.033,15.198,13.977,-21.545
0.381,0.577,0.036,24.170,32.898,-30.273
0.331,0.602,0.013,32.104,46.875,-34.363
0.214,0.613,-0.020,30.701,55.420,-34.912
0.165,0.573,-0.096,16.541,52.856,-29.175
0.274,0.586,-0.059,-6.836,40.710,-18.921
0.263,0.614,0.013,-23.926,22.339,-13.977
0.230,0.599,0.019,-29.236,1.770,-13.611
0.191,0.601,-0.005,-33.630,-18.372,-13.977
0.176,0.607,-0.025,-42.114,-37.842,-10.193
0.243,0.580,0.021,-53.406,-57.556,-2.869
0.328,0.569,0.038,-62.744,-75.256,5.920
0.408,0.535,0.050,-66.528,-86.304,11.658
0.490,0.517,0.024,-65.491,-87.219,12.024
0.516,0.499,-0.016,-61.035,-77.942,7.935
0.512,0.496,-0.059,-53.711,-60.364,0.732
0.433,0.503,-0.080,-45.105,-39.673,-5.920
0.287,0.501,-0.109,-35.217,-19.531,-11.902
0.137,0.490,-0.124,-23.743,0.427,-18.005
-0.028,0.433,-0.117,-11.719,17.883,-24.780
-0.174,0.266,-0.085,-0.122,29.907,-31.860
-0.247,0.023,-0.049,7.874,33.936,-39.612
-0.171,-0.216,0.009,6.958,26.855,-46.082
-0.017,-0.443,0.131,0.244,11.047,-48.340
0.145,-0.608,0.304,-5.371,-2.502,-41.931
0.218,-0.605,0.463,-6.714,2.930,-25.330
0.782,-0.727,0.735,8.179,8.057,0.488
0.574,-0.890,0.863,44.800,-13.428,8.179
0.303,-1.121,0.930,79.041,5.920,41.565
-0.128,-1.343,0.980,95.215,71.167,85.693
-0.587,-1.655,0.990,97.229,157.593,125.549
-0.762,-2.054,0.967,91.919,234.558,149.292
-0.656,-2.345,1.032,79.468,275.757,140.015
-0.478,-2.494,1.063,66.589,252.441,93.750
-0.200,-2.538,1.119,50.720,182.495,17.822
0.011,-2.698,1.201,35.828,104.492,-76.782
0.402,-2.830,1.490,31.555,60.242,-177.307
0.872,-3.203,1.480,48.096,60.608,-276.489
1.536,-3.676,1.444,69.458,77.942,-346.802
2.284,-4.000,1.171,91.797,92.834,-364.502
2.578,-4.000,0.507,108.704,96.802,-311.890
2.402,-3.613,0.320,93.689,52.612,-202.209
2.092,-3.125,0.503,97.534,-27.466,-74.951
1.515,-2.727,0.520,122.681,-84.595,39.063
1.061,-2.393,0.549,106.445,-96.924,114.624
0.554,-2.191,0.540,71.045,-110.657,158.569
0.225,-2.046,0.619,36.438,-100.891,189.270
0.051,-1.964,0.652,12.756,-75.745,204.163
-0.056,-1.832,0.753,-0.488,-65.674,205.322
-0.063,-1.758,0.729,-6.470,-50.964,196.045
-0.010,-1.671,0.744,-9.460,-39.124,178.711
-0.050,-1.581,0.837,-13.000,-41.016,152.466
-0.074,-1.533,0.919,-13.062,-46.448,124.451
-0.058,-1.541,0.892,-14.343,-37.170,96.375
0.032,-1.549,0.894,-16.541,-22.278,80.688
0.133,-1.512,0.834,-12.573,-7.080,77.026
0.087,-1.406,0.783,-2.136,5.554,79.285
0.055,-1.302,0.698,12.329,22.461,80.566
0.057,-1.226,0.592,23.376,42.358,76.721
0.006,-1.947,0.908,-38.330,50.171,32.288
0.058,-2.050,0.997,-25.818,76.904,23.865
0.214,-2.170,1.145,-8.484,78.857,23.071
0.334,-2.247,1.295,12.756,62.256,28.931
0.333,-2.342,1.386,38.940,47.119,35.095
0.343,-2.474,1.567,60.669,56.030,33.752
0.446,-2.596,1.634,78.308,89.966,17.944
0.734,-2.694,1.655,89.050,136.475,-16.785
1.092,-2.758,1.551,82.214,166.504,-74.829
1.625,-2.759,1.479,61.279,159.058,-144.775
1.982,-2.735,1.275,43.091,117.493,-200.256
2.142,-2.578,1.003,26.367,69.031,-212.646
2.184,-2.434,0.792,12.939,31.799,-178.223
2.019,-2.264,0.686,3.906,20.996,-119.629
1.634,-2.046,0.589,-4.944,23.132,-57.068
1.200,-1.904,0.497,-2.991,36.255,1.831
0.920,-1.821,0.390,9.338,62.378,50.720
0.768,-1.889,0.342,26.184,77.637,86.243
0.625,-1.960,0.441,39.612,73.486,105.713
0.567,-2.066,0.476,51.636,60.974,117.676
0.548,-2.137,0.529,56.213,41.748,124.084
0.493,-2.146,0.648,59.814,14.648,125.793
0.423,-2.112,0.777,66.895,-12.756,125.671
0.357,-2.036,0.831,74.951,-40.161,124.023
0.244,-1.904,0.759,82.458,-66.223,122.559
0.182,-1.711,0.719,83.252,-84.961,127.319
0.110,-1.509,0.728,80.383,-102.844,134.827
0.005,-1.341,0.708,77.881,-113.159,138.794
-0.032,-1.232,0.644,74.158,-111.755,139.709
-0.035,-1.139,0.586,62.927,-95.886,133.484
-0.021,-1.042,0.539,48.401,-74.280,123.901
0.032,-0.962,0.496,32.715,-47.363,111.511
0.106,-0.906,0.448,18.982,-13.123,97.900
0.132,-0.876,0.345,6.287,25.513,84.717
0.219,-0.854,0.291,-6.592,58.899,70.923
0.368,-0.807,0.265,-16.113,72.754,56.030
0.439,-0.771,0.248,-17.334,66.528,39.063
0.478,-0.693,0.206,-12.756,46.387,21.484
0.517,-0.690,0.168,-9.888,20.508,5.676
0.620,-0.659,0.134,-15.137,-4.333,-3.906
0.743,-0.628,0.107,-23.560,-31.677,-7.446
0.858,-0.566,0.143,-34.424,-64.697,-8.362
0.926,-0.464,0.104,-40.771,-94.910,-7.263
0.926,-0.353,0.059,-43.762,-115.540,-4.700
0.943,-0.230,0.045,-48.950,-121.765,0.671
0.975,-0.104,0.025,-53.528,-120.178,8.728
0.950,0.009,0.011,-55.115,-118.469,13.733
0.930,0.122,-0.002,-53.040,-118.469,12.573
0.824,0.209,-0.006,-44.373,-118.347,5.066
0.769,0.291,-0.039,-30.945,-114.441,-8.240
0.766,0.375,-0.028,-15.320,-100.830,-25.574
0.750,0.427,0.039,4.395,-77.209,-40.466
0.743,0.532,0.008,22.827,-41.138,-44.067
0.575,0.670,0.000,43.884,5.615,-42.236
0.405,0.745,0.014,64.758,54.565,-42.236
0.323,0.820,-0.039,81.543,99.976,-43.396
0.198,0.861,-0.096,93.872,142.151,-41.504
0.088,0.840,-0.128,99.304,178.772,-37.354
0.025,0.870,-0.176,92.346,199.890,-33.081
-0.059,0.873,-0.244,75.378,206.543,-24.597
-0.085,0.867,-0.285,45.715,193.909,-14.587
-0.089,0.856,-0.308,11.108,162.964,-3.967
-0.052,0.815,-0.301,-23.010,118.408,8.118
-0.015,0.764,-0.280,-54.810,64.880,20.142
0.013,0.717,-0.250,-79.529,9.705,29.358
0.033,0.671,-0.217,-94.604,-38.330,35.156
0.072,0.644,-0.195,-100.586,-76.538,37.109
0.106,0.604,-0.161,-100.220,-102.722,35.400
0.146,0.540,-0.128,-96.191,-122.620,30.762
0.200,0.461,-0.111,-90.759,-137.024,23.865
0.272,0.359,-0.104,-85.754,-145.264,15.503
0.362,0.285,-0.102,-80.078,-148.682,7.385
0.477,0.220,-0.103,-72.083,-148.132,1.831
0.526,0.194,-0.084,-60.181,-141.479,-1.709
0.519,0.183,-0.064,-43.030,-127.014,-3.906
0.448,0.177,-0.027,-21.790,-103.210,-3.723
0.324,0.148,0.004,-0.305,-70.862,-2.441
0.141,0.093,0.034,18.738,-34.851,-2.136
-0.066,0.017,0.048,33.264,0.061,-4.517
-0.234,-0.107,0.061,42.480,33.447,-12.146
-0.351,-0.325,0.088,46.021,59.509,-27.588
-0.356,-0.591,0.123,41.809,73.914,-49.255
-0.463,-0.743,0.115,28.503,79.224,-71.411
0.114,-1.159,0.405,9.766,79.895,-78.918
0.246,-1.275,0.562,-8.301,23.560,-94.482
0.213,-1.410,0.687,-12.634,-34.485,-90.881
0.285,-1.499,0.836,-13.123,-59.937,-55.420
0.202,-1.578,0.984,-17.029,-59.509,-9.155
0.032,-1.707,1.042,-21.973,-41.687,38.940
-0.142,-1.868,1.139,-29.297,-9.216,72.083
-0.094,-2.143,1.367,-30.273,27.344,80.933
0.134,-2.479,1.597,-20.020,52.612,62.317
0.381,-2.656,1.886,0.122,56.152,16.785
0.745,-2.843,2.105,28.564,30.823,-39.612
1.219,-2.890,2.160,53.589,-6.226,-104.736
1.727,-3.038,2.052,64.941,-39.307,-177.490
2.177,-3.134,1.804,61.829,-51.819,-235.901
2.523,-3.155,1.480,51.086,-32.898,-260.071
2.514,-3.042,1.288,22.583,22.766,-249.756
2.116,-2.725,1.006,-14.465,98.999,-213.013
1.442,-2.357,0.667,-36.011,169.434,-168.213
0.979,-2.148,0.329,-26.672,242.432,-125.610
0.610,-1.973,0.151,4.883,295.654,-87.769
0.338,-2.039,0.026,48.035,318.359,-47.913
0.320,-2.134,0.071,80.750,317.627,-16.663
0.183,-2.223,0.143,104.919,279.541,0.000
0.058,-2.252,0.171,126.160,223.816,16.541
0.003,-2.192,0.250,139.526,165.283,48.035
-0.053,-2.083,0.357,140.930,108.337,94.604
0.220,-1.737,0.581,133.484,50.598,136.353
0.272,-1.776,0.724,136.169,-25.513,148.071
0.195,-1.720,0.832,139.099,-108.582,147.583
0.208,-1.552,0.848,121.399,-170.898,150.818
0.278,-1.474,0.839,93.079,-205.811,150.146
0.350,-1.477,0.823,63.049,-215.881,147.522
0.428,-1.409,0.735,37.476,-203.430,144.531
0.497,-1.342,0.650,17.944,-168.701,134.827
0.508,-1.287,0.587,7.385,-119.385,122.742
0.537,-1.275,0.414,3.418,-64.636,113.098
0.678,-2.089,0.457,-77.087,134.583,-30.823
0.601,-2.041,0.490,-85.632,88.379,-41.321
0.472,-2.008,0.628,-84.839,33.203,-38.086
0.332,-2.058,0.731,-71.533,-12.024,-27.466
0.168,-2.133,0.869,-51.880,-42.908,-20.203
0.049,-2.209,0.974,-26.672,-50.232,-22.766
-0.035,-2.268,1.068,-0.610,-39.673,-37.781
-0.098,-2.322,1.170,24.109,-20.325,-64.148
-0.006,-2.375,1.249,45.349,-4.578,-96.436
0.148,-2.486,1.400,69.092,7.446,-131.165
0.510,-2.628,1.599,92.773,15.747,-155.396
0.920,-2.767,1.720,113.159,24.536,-166.748
1.249,-2.720,1.731,122.498,34.485,-161.987
