aX,aY,aZ,gX,gY,gZ
-0.218,-0.022,0.100,-24.597,38.879,111.511
-0.233,0.115,0.035,-23.621,53.894,111.511
-0.248,0.242,-0.033,-25.269,70.068,109.192
-0.265,0.379,-0.118,-31.799,80.078,105.591
-0.263,0.536,-0.208,-44.006,84.167,99.792
-0.225,0.667,-0.314,-56.641,80.322,89.905
-0.122,0.834,-0.414,-68.604,69.763,77.026
-0.018,1.009,-0.507,-79.285,53.772,61.829
0.014,1.129,-0.605,-84.290,37.415,44.189
0.020,1.185,-0.722,-82.275,28.625,26.672
0.088,1.199,-0.831,-78.369,28.381,13.062
0.140,1.247,-0.928,-72.876,30.029,2.197
0.167,1.350,-0.995,-62.073,30.945,-6.226
0.233,1.494,-1.030,-42.175,27.405,-13.794
0.289,1.673,-1.015,-14.038,15.259,-20.264
0.317,1.834,-0.933,15.564,-4.761,-25.330
0.428,1.972,-0.792,38.269,-30.823,-29.419
0.491,2.108,-0.648,52.429,-62.073,-34.058
0.520,2.177,-0.440,63.049,-88.562,-37.537
0.512,2.217,-0.228,70.068,-98.206,-38.696
0.484,2.317,-0.031,77.698,-87.463,-38.574
0.490,2.522,0.119,87.585,-60.974,-33.630
0.418,2.796,0.254,99.060,-29.419,-21.912
0.292,3.074,0.357,103.027,3.113,-6.897
0.173,3.290,0.387,90.332,32.104,4.639
0.090,3.420,0.392,55.115,50.659,7.385
0.074,3.482,0.275,4.578,59.509,0.061
0.207,3.438,0.082,-49.194,58.411,-13.855
0.402,3.266,-0.115,-96.252,49.377,-33.081
0.618,3.027,-0.365,-131.348,37.415,-50.415
0.890,2.759,-0.494,-150.146,27.344,-65.369
0.956,2.479,-0.578,-147.217,20.081,-68.787
1.031,2.161,-0.601,-132.324,26.550,-58.350
1.026,1.900,-0.649,-116.516,35.522,-49.316
1.024,1.730,-0.669,-102.173,44.678,-35.828
1.009,1.625,-0.683,-84.839,48.218,-11.963
0.997,1.556,-0.714,-67.688,47.485,17.395
0.947,1.505,-0.756,-59.021,45.959,45.837
0.859,1.457,-0.802,-60.608,46.997,71.167
0.735,1.435,-0.853,-68.542,53.955,91.248
0.585,1.425,-0.904,-76.050,64.453,105.103
0.437,1.438,-0.983,-79.956,74.219,112.549
0.265,1.475,-1.068,-81.848,80.200,114.319
0.062,1.516,-1.159,-80.627,80.933,112.366
-0.080,1.539,-1.273,-75.439,74.951,108.765
-0.157,1.601,-1.376,-68.909,58.533,102.966
-0.236,1.685,-1.420,-61.157,32.349,94.177
-0.285,1.734,-1.424,-48.462,3.845,79.773
-0.307,1.715,-1.392,-30.945,-22.034,58.472
-0.301,1.640,-1.317,-12.817,-41.504,27.649
-0.292,1.516,-1.217,8.057,-50.537,-10.986
-0.245,1.353,-1.100,35.461,-50.293,-49.927
-0.233,1.157,-0.956,67.993,-42.297,-86.243
-0.275,0.963,-0.809,102.905,-26.978,-116.089
-0.319,0.820,-0.692,135.437,-10.742,-133.850
-0.358,0.705,-0.592,161.438,-0.488,-142.273
-0.414,0.623,-0.440,174.316,1.221,-145.630
-0.411,0.471,-0.351,169.067,-11.230,-139.587
-0.429,0.377,-0.261,140.320,-35.889,-134.155
-0.495,0.106,-0.140,95.764,-70.129,-133.728
-0.630,0.061,-0.214,44.067,-117.615,-146.362
-0.625,-0.253,-0.195,4.150,-151.245,-145.874
-0.542,-0.672,-0.044,-25.757,-169.312,-134.216
-0.426,-1.089,0.132,-43.030,-189.209,-112.305
-0.266,-1.322,0.334,-47.058,-206.055,-81.238
-0.134,-1.403,0.541,-30.945,-214.050,-42.908
-0.037,-1.372,0.659,3.967,-208.679,-6.897
-0.125,-1.296,0.760,45.593,-180.481,15.442
-0.184,-1.192,0.890,80.322,-132.751,20.081
-0.146,-1.047,1.016,103.760,-78.918,10.803
0.001,-0.890,1.187,117.493,-31.738,-0.183
0.182,-0.686,1.300,118.286,2.625,-6.836
0.333,-0.504,1.281,103.577,30.273,-11.719
0.461,-0.402,1.213,76.965,55.542,-13.367
0.468,-0.402,1.064,47.729,80.811,-9.094
0.452,-0.472,0.865,26.794,106.873,-1.770
0.343,-0.526,0.668,17.700,127.869,3.479
0.273,-0.594,0.459,18.921,144.897,10.925
0.222,2.103,-0.348,41.260,-49.316,55.664
0.222,2.304,-0.206,38.940,-69.214,22.827
0.252,2.449,-0.116,35.645,-73.730,-18.982
0.310,2.542,-0.098,39.001,-53.955,-59.570
0.379,2.627,-0.154,53.467,-12.756,-88.196
0.399,2.710,-0.187,75.745,37.170,-101.929
0.410,2.848,-0.212,98.328,79.468,-108.215
0.438,3.010,-0.238,114.990,106.445,-110.291
0.417,3.135,-0.241,119.995,122.742,-108.276
0.383,3.219,-0.229,107.910,129.822,-105.591
0.437,3.201,-0.219,74.036,120.300,-103.943
0.552,3.115,-0.273,22.095,90.027,-100.891
0.697,2.951,-0.369,-41.626,44.556,-93.506
0.806,2.714,-0.472,-105.164,-8.240,-76.782
0.896,2.461,-0.553,-157.593,-57.068,-54.138
0.909,2.229,-0.628,-191.467,-94.360,-28.931
0.974,1.988,-0.685,-202.393,-110.474,-5.737
0.896,1.815,-0.685,-193.481,-105.591,10.498
0.860,1.616,-0.725,-170.471,-87.402,31.067
0.748,1.490,-0.753,-141.174,-66.895,47.424
0.690,1.452,-0.771,-116.699,-47.180,49.744
0.684,1.461,-0.794,-96.802,-34.119,48.279
0.654,1.466,-0.809,-76.111,-25.024,47.363
0.629,1.451,-0.850,-52.979,-15.686,45.166
0.602,1.443,-0.913,-30.945,-5.676,40.344
0.602,1.477,-0.941,-10.742,3.540,33.936
0.582,1.510,-0.958,7.751,7.507,30.518
0.520,1.548,-0.961,22.583,4.150,32.715
0.471,1.597,-0.941,26.672,-20.081,41.077
0.339,1.648,-0.805,22.217,-37.476,38.269
0.270,1.598,-0.724,19.714,-53.284,31.311
0.229,1.530,-0.659,19.714,-65.979,20.264
0.210,1.477,-0.595,23.132,-74.524,5.981
0.197,1.411,-0.568,29.968,-78.918,-7.202
0.166,1.329,-0.553,39.978,-77.515,-18.127
0.167,1.236,-0.548,52.551,-71.533,-25.940
0.122,1.154,-0.515,67.688,-65.002,-29.724
0.019,1.042,-0.467,88.013,-58.167,-32.166
-0.098,0.877,-0.400,111.145,-49.255,-36.011
-0.179,0.691,-0.311,130.737,-39.856,-44.495
-0.239,0.513,-0.194,140.930,-34.668,-57.068
-0.162,0.328,-0.092,139.282,-33.508,-66.711
-0.242,-0.027,0.042,125.610,-35.645,-60.059
-0.292,-0.241,0.207,96.558,-43.884,-42.114
-0.202,-0.410,0.382,68.115,-51.941,-19.409
-0.141,-0.562,0.559,43.884,-59.204,2.808
-0.130,-0.719,0.674,19.409,-72.205,25.146
-0.115,-0.773,0.686,0.793,-88.074,40.283
-0.119,-0.789,0.680,-8.301,-94.971,37.964
-0.088,-0.748,0.683,-8.240,-90.942,18.127
-0.041,-0.731,0.693,2.747,-75.989,-11.780
0.041,-0.737,0.674,26.611,-50.232,-43.579
0.157,-0.734,0.666,52.185,-14.221,-71.960
0.277,-0.718,0.622,66.589,24.963,-90.149
0.424,-0.685,0.592,64.270,53.589,-96.802
0.526,-0.661,0.537,47.302,68.115,-88.989
0.622,-0.687,0.497,29.785,74.524,-69.946
0.636,-0.715,0.454,18.311,80.627,-47.424
0.622,-0.737,0.389,13.672,90.698,-23.804
0.598,-0.750,0.366,10.742,99.670,-0.305
0.530,-0.755,0.365,6.958,99.731,21.179
0.401,-0.766,0.378,1.831,91.980,40.039
0.262,-0.768,0.401,-3.113,81.970,56.335
0.159,-0.740,0.419,-6.836,73.608,68.970
0.082,-0.681,0.459,-8.972,70.984,79.224
0.010,-0.579,0.455,-8.667,70.068,88.135
-0.068,-0.456,0.419,-7.019,68.298,95.032
-0.117,-0.321,0.379,-6.958,63.782,101.013
-0.161,-0.203,0.365,-7.751,55.359,103.882
-0.196,-0.078,0.330,-9.155,45.227,103.394
-0.167,0.086,0.269,-13.733,37.659,99.548
-0.108,0.243,0.224,-22.095,33.264,90.515
-0.025,0.404,0.189,-33.325,33.447,78.552
0.010,0.505,0.140,-43.274,38.513,67.566
0.009,0.541,0.055,-51.514,48.523,59.753
0.003,0.553,-0.050,-57.983,59.631,53.772
-0.004,0.585,-0.179,-61.340,69.092,46.936
0.021,0.666,-0.313,-63.721,76.355,36.438
0.090,0.786,-0.430,-66.589,81.299,24.048
0.168,0.970,-0.556,-69.885,82.397,13.000
0.260,1.128,-0.667,-73.547,76.416,5.920
0.348,1.247,-0.711,-77.759,65.796,1.099
0.370,1.358,-0.769,-81.360,49.988,-2.808
0.353,1.439,-0.841,-84.106,32.471,-4.578
0.419,1.478,-0.893,-86.060,16.418,-4.883
0.464,1.543,-0.927,-86.121,2.197,-3.357
0.541,1.649,-0.926,-81.665,-14.282,-0.610
0.646,1.811,-0.948,-73.120,-33.630,-1.465
0.714,1.964,-0.978,-58.655,-44.617,-8.179
0.821,2.145,-0.986,-35.583,-39.795,-16.785
0.885,2.301,-0.969,-7.874,-25.391,-21.301
0.788,2.507,-0.948,20.142,-4.333,-22.583
0.591,2.710,-0.873,48.279,21.179,-18.311
0.409,2.921,-0.751,70.435,41.626,-13.123
0.229,3.173,-0.648,78.857,53.894,-11.658
0.103,3.354,-0.550,75.928,61.707,-13.428
-0.010,3.424,-0.508,58.960,69.397,-16.846
0.004,3.428,-0.581,25.085,76.721,-21.179
0.099,3.369,-0.740,-14.709,79.773,-26.855
0.305,3.184,-0.887,-46.204,75.134,-34.790
0.485,2.891,-0.981,-64.209,59.326,-41.748
0.580,2.591,-1.014,-68.542,38.635,-41.504
0.677,2.296,-1.004,-60.547,22.827,-33.875
0.748,2.030,-0.974,-47.424,14.221,-21.606
0.766,1.813,-0.948,-35.522,12.451,-6.592
0.782,1.682,-0.940,-26.489,17.883,8.789
0.739,1.628,-0.953,-17.090,27.344,24.109
0.724,1.627,-0.968,-6.958,38.879,37.231
0.663,1.662,-0.989,1.465,41.687,51.331
0.642,1.670,-1.025,2.563,29.541,72.083
0.578,1.676,-1.025,-9.094,4.517,85.144
0.517,1.677,-1.000,-29.541,-21.790,90.027
0.470,1.651,-0.975,-49.194,-43.091,90.759
0.404,1.599,-0.946,-59.692,-55.115,87.524
0.296,1.545,-0.913,-61.401,-59.021,81.055
0.209,1.487,-0.891,-55.054,-58.228,71.228
0.111,1.437,-0.866,-44.006,-57.251,57.983
-0.010,1.383,-0.836,-30.457,-58.044,41.870
-0.126,1.314,-0.815,-16.418,-59.875,23.376
0.509,1.646,-0.592,-85.388,-35.706,47.729
0.501,1.695,-0.607,-99.487,-59.875,43.091
0.503,1.726,-0.624,-105.591,-69.092,39.185
0.545,1.786,-0.659,-102.112,-67.688,35.461
0.589,1.885,-0.676,-91.003,-65.247,30.029
0.674,2.021,-0.680,-75.806,-66.406,20.691
0.715,2.138,-0.667,-59.692,-71.411,8.606
0.714,2.208,-0.647,-44.861,-72.510,-1.282
0.687,2.249,-0.638,-34.424,-62.744,-6.470
0.686,2.318,-0.654,-26.428,-42.847,-12.085
0.682,2.407,-0.684,-15.442,-19.043,-17.029
0.656,2.510,-0.718,-2.258,0.854,-15.564
0.582,2.654,-0.742,10.742,16.479,-4.700
0.484,2.773,-0.755,19.897,27.588,14.465
0.359,2.832,-0.745,18.860,36.316,36.560
0.248,2.815,-0.757,5.554,43.396,55.908
0.152,2.718,-0.793,-14.404,50.598,68.726
0.077,2.563,-0.855,-36.377,57.495,74.463
0.022,2.380,-0.929,-55.115,62.561,71.594
0.028,2.172,-1.014,-69.519,67.383,61.218
0.072,2.001,-1.122,-79.285,69.946,48.279
0.084,1.858,-1.205,-81.055,67.932,37.476
0.111,1.728,-1.254,-73.486,62.683,29.114
0.152,1.616,-1.275,-59.326,54.932,21.362
0.154,1.549,-1.278,-41.687,46.143,15.930
0.173,1.515,-1.263,-21.851,39.795,13.916
0.165,1.527,-1.221,-2.197,34.241,12.573
0.187,1.537,-1.214,16.113,30.090,14.893
0.177,1.565,-1.195,26.428,25.513,14.771
0.141,1.571,-1.184,29.358,22.461,11.169
0.110,1.569,-1.177,27.527,19.226,6.042
0.055,1.545,-1.153,25.269,12.268,0.732
-0.038,1.512,-1.116,23.376,1.160,-4.272
-0.116,1.471,-1.073,20.935,-11.902,-11.108
-0.188,1.411,-1.021,18.188,-27.954,-21.240
-0.265,1.316,-0.962,16.235,-46.204,-34.363
-0.345,1.207,-0.897,17.090,-64.209,-49.805
-0.399,1.116,-0.837,23.254,-78.979,-65.674
-0.402,1.030,-0.781,34.790,-89.172,-81.360
-0.392,0.951,-0.720,49.255,-97.107,-97.107
-0.427,0.811,-0.666,66.345,-102.295,-111.389
-0.439,0.783,-0.581,83.313,-106.628,-123.840
-0.508,0.640,-0.554,101.624,-109.009,-125.977
-0.579,0.521,-0.444,111.877,-101.135,-132.019
-0.634,0.357,-0.346,118.835,-95.337,-133.789
-0.626,0.215,-0.213,123.535,-89.539,-134.155
-0.671,-0.001,-0.053,128.967,-87.891,-127.808
-0.625,-0.197,0.092,132.080,-84.351,-119.202
-0.640,-0.348,0.218,132.263,-68.665,-121.948
-0.615,-0.564,0.325,132.690,-50.659,-132.935
-0.423,-0.773,0.451,119.568,-35.339,-147.400
-0.238,-0.931,0.511,89.783,-34.241,-152.649
-0.099,-1.018,0.578,45.898,-55.664,-142.517
0.071,-1.076,0.673,-3.845,-92.957,-122.498
0.245,-1.086,0.759,-46.082,-129.944,-94.482
0.428,-1.049,0.829,-73.853,-155.518,-64.941
0.654,-1.001,0.879,-82.764,-162.476,-39.368
0.838,-0.982,0.946,-73.669,-153.198,-21.423
0.984,-0.968,1.001,-51.514,-128.662,-12.451
1.072,-0.921,1.026,-26.184,-92.407,-14.954
1.098,-0.838,0.983,-5.859,-48.706,-23.804
1.051,-0.725,0.849,8.850,-3.845,-27.771
0.989,-0.724,0.725,20.630,33.264,-22.217
0.907,-0.734,0.646,24.658,60.242,-6.653
0.771,-0.683,0.528,22.034,77.637,15.381
0.606,-0.617,0.434,20.020,84.412,37.598
0.491,-0.565,0.365,19.897,79.834,57.983
0.394,-0.520,0.318,19.226,69.885,74.951
0.287,-0.467,0.296,19.592,58.594,89.111
0.208,-0.392,0.286,22.095,47.180,101.868
0.127,-0.320,0.310,27.405,33.020,113.647
0.049,-0.276,0.351,32.410,18.188,125.366
-0.037,-0.247,0.378,32.959,4.822,138.489
-0.134,-0.200,0.390,28.931,-5.371,151.062
-0.203,-0.112,0.374,20.508,-12.817,161.499
-0.215,0.036,0.303,9.094,-18.066,167.053
-0.202,0.164,0.225,-2.502,-21.606,167.053
-0.193,0.250,0.133,-13.245,-21.240,164.734
-0.188,0.328,0.014,-25.513,-18.372,163.086
-0.157,0.398,-0.072,-36.316,-16.296,163.208
-0.162,0.460,-0.131,-44.678,-17.578,165.283
-0.173,0.553,-0.184,-50.537,-20.325,167.358
-0.137,0.702,-0.260,-53.406,-21.729,168.274
-0.083,0.906,-0.349,-53.833,-22.827,164.001
-0.005,1.127,-0.434,-52.368,-23.621,155.457
0.063,1.336,-0.506,-50.293,-22.888,144.409
0.112,1.505,-0.553,-47.791,-19.348,133.423
0.124,1.617,-0.573,-45.044,-11.230,124.146
0.122,1.685,-0.597,-42.969,-0.854,116.089
0.100,1.770,-0.616,-42.908,7.812,105.591
0.088,1.882,-0.641,-41.504,13.123,89.050
0.117,2.062,-0.672,-36.377,15.808,67.505
0.177,2.302,-0.724,-27.161,15.625,45.044
0.183,2.558,-0.721,-14.404,12.024,28.259
0.132,2.758,-0.672,0.427,4.150,24.841
0.031,2.933,-0.597,11.719,-7.019,32.959
-0.110,3.119,-0.481,16.052,-20.874,42.419
-0.295,3.276,-0.339,13.916,-32.959,45.959
-0.431,3.385,-0.220,4.944,-36.255,43.640
-0.514,3.413,-0.159,-7.080,-31.799,37.537
-0.536,3.397,-0.172,-22.156,-24.719,30.518
-0.492,3.348,-0.215,-39.978,-20.630,22.461
-0.418,3.246,-0.264,-57.129,-17.395,11.841
-0.330,3.076,-0.323,-72.693,-9.338,-0.366
-0.231,2.867,-0.405,-85.388,5.676,-8.362
-0.165,2.654,-0.493,-95.215,24.719,-8.179
-0.130,2.511,-0.608,-103.027,44.434,-2.075
-0.127,2.433,-0.742,-108.215,62.134,6.897
-0.121,2.391,-0.888,-111.572,73.364,15.686
-0.119,2.368,-1.020,-115.112,75.012,22.461
-0.158,2.391,-1.152,-119.751,66.467,24.658
-0.164,2.389,-1.228,-122.498,49.744,19.165
-0.141,2.342,-1.270,-120.728,28.564,4.150
-0.129,2.238,-1.268,-114.563,8.972,-17.212
-0.153,2.057,-1.233,-103.027,-1.648,-43.213
-0.204,1.846,-1.186,-85.571,-1.343,-69.763
-0.213,1.670,-1.176,-63.477,5.676,-92.468
-0.168,1.531,-1.169,-39.551,16.113,-110.657
-0.138,1.429,-1.168,-17.944,24.536,-123.901
-0.154,1.213,-1.099,15.381,32.593,-137.817
-0.218,1.138,-1.057,31.128,28.076,-137.207
-0.287,1.062,-1.013,47.058,17.578,-133.728
-0.318,0.928,-0.932,58.899,0.061,-134.827
-0.397,0.844,-0.884,63.599,-28.381,-139.465
-0.420,0.720,-0.790,63.538,-61.523,-142.578
-0.450,0.549,-0.664,61.890,-94.482,-144.897
-0.465,0.451,-0.524,63.354,-124.939,-149.780
-0.607,0.172,-0.408,74.097,-152.039,-149.292
-0.563,-0.119,-0.294,85.144,-160.522,-156.189
-0.608,-0.338,-0.008,101.501,-175.720,-177.002
-0.649,-0.816,0.126,121.277,-200.073,-183.105
-0.501,-1.070,0.395,110.718,-167.236,-172.852
-0.312,-1.268,0.547,86.426,-147.034,-146.362
-0.168,-1.376,0.693,57.434,-126.282,-115.845
-0.026,-1.407,0.812,27.527,-98.328,-81.848
0.122,-1.329,0.823,8.606,-80.994,-48.096
0.182,-1.241,0.792,5.371,-82.642,-24.231
0.230,-1.113,0.773,14.954,-80.566,-14.832
0.290,-0.991,0.774,31.860,-63.538,-27.466
0.397,-0.855,0.766,54.626,-33.264,-58.289
0.476,-0.790,0.799,81.848,8.911,-91.675
0.568,-0.739,0.814,106.812,60.791,-111.267
0.716,-0.663,0.698,123.535,103.394,-113.586
0.843,-0.658,0.710,131.226,118.408,-100.098
0.940,-0.623,0.721,120.911,101.563,-70.007
0.967,-0.606,0.753,95.581,61.707,-27.710
0.859,-0.640,0.815,55.542,15.869,15.381
0.735,-0.717,0.854,5.554,-10.925,57.007
0.627,-0.762,0.857,-40.955,-7.996,89.172
0.485,-0.803,0.807,-75.256,15.015,108.643
0.346,-0.873,0.720,-91.980,49.927,118.713
0.171,-0.946,0.629,-94.910,86.609,126.221
-0.016,-0.998,0.520,-88.440,114.319,134.827
-0.167,-1.000,0.437,-75.745,128.357,142.517
-0.265,-0.941,0.355,-61.890,130.676,147.217
-0.293,-0.840,0.276,-46.997,124.695,150.635
-0.282,-0.647,0.197,-31.860,111.877,154.968
-0.276,-0.368,0.123,-18.738,94.482,160.156
-0.270,-0.076,0.083,-7.385,76.599,165.466
-0.303,0.208,0.038,2.625,59.265,168.579
-0.312,0.452,0.029,8.545,45.044,166.931
-0.402,0.687,0.047,4.883,32.166,156.311
-0.406,0.877,0.046,-11.169,21.057,139.526
-0.331,1.031,-0.020,-36.255,13.000,120.056
-0.214,1.165,-0.111,-65.857,5.859,97.168
-0.087,1.285,-0.235,-91.858,2.869,70.801
0.024,1.368,-0.377,-111.389,5.432,45.776
0.129,1.433,-0.562,-125.366,10.620,26.428
0.259,1.482,-0.742,-135.071,18.921,13.123
0.361,1.539,-0.916,-142.273,27.649,3.296
0.370,1.596,-1.082,-143.066,35.767,-3.418
0.398,1.661,-1.297,-136.292,42.664,-5.249
0.453,1.734,-1.437,-123.047,46.570,-4.517
0.415,1.888,-1.608,-103.210,49.866,-3.235
0.409,1.978,-1.733,-80.139,52.002,-4.639
0.391,2.031,-1.802,-59.509,57.556,-11.902
0.315,2.109,-1.860,-36.133,63.477,-21.179
0.189,2.178,-1.877,-7.935,68.909,-24.109
0.024,2.224,-1.858,18.921,73.120,-18.005
-0.114,2.291,-1.791,37.354,68.298,-2.502
-0.273,2.393,-1.698,45.898,48.035,25.269
-0.421,2.465,-1.570,45.227,17.883,58.716
-0.462,2.543,-1.443,35.095,-15.259,85.388
-0.473,2.648,-1.315,18.188,-50.598,101.257
-0.430,2.694,-1.193,-1.343,-77.881,102.356
-0.319,2.648,-1.114,-21.301,-90.332,87.463
-0.182,2.547,-1.084,-40.344,-88.013,64.697
-0.051,2.419,-1.089,-52.185,-72.266,44.617
0.032,2.281,-1.100,-51.575,-44.922,32.715
0.072,2.175,-1.129,-38.269,-12.024,29.480
0.092,2.106,-1.176,-18.982,18.066,33.142
0.080,2.088,-1.221,-2.625,37.842,41.321
0.049,2.118,-1.265,6.226,44.495,50.842
0.013,2.141,-1.288,6.531,40.100,57.190
-0.006,2.130,-1.314,-1.343,29.114,56.885
-0.010,2.071,-1.326,-13.672,17.029,49.377
0.013,1.992,-1.351,-24.170,8.850,36.804
0.001,1.864,-1.330,-26.001,6.409,21.301
0.011,1.739,-1.324,-21.973,8.362,6.104
0.031,1.597,-1.333,-14.832,12.695,-6.897
-0.006,1.477,-1.326,-6.897,18.250,-23.315
-0.081,1.378,-1.315,4.944,25.574,-40.283
-0.121,1.275,-1.302,23.682,31.860,-56.519
-0.130,1.168,-1.282,44.495,32.166,-72.449
-0.196,1.128,-1.251,62.744,24.170,-86.670
-0.220,1.087,-1.180,77.698,10.315,-96.802
-0.248,1.008,-1.091,88.562,-10.132,-106.750
-0.276,0.895,-0.982,95.642,-36.560,-121.277
-0.307,0.758,-0.849,100.891,-63.843,-140.198
-0.280,0.643,-0.722,106.140,-86.243,-161.011
-0.229,0.542,-0.606,113.953,-103.271,-179.565
-0.241,0.354,-0.485,126.343,-116.272,-192.383
-0.194,0.332,-0.342,140.625,-129.700,-200.684
-0.221,0.122,-0.241,158.630,-140.808,-193.909
-0.166,-0.013,-0.043,165.161,-141.113,-182.678
-0.227,-0.236,0.171,163.696,-142.944,-153.992
-0.193,-0.321,0.332,144.104,-141.296,-120.056
-0.189,-0.349,0.413,108.459,-144.653,-84.656
-0.227,-0.363,0.417,61.646,-161.499,-49.988
-0.286,-0.413,0.402,13.000,-187.866,-23.315
-0.350,-0.531,0.397,-28.625,-213.135,-9.705
-0.322,-0.731,0.432,-58.228,-230.957,-8.850
-0.231,-0.935,0.527,-75.012,-239.929,-14.709
-0.048,-1.095,0.648,-77.759,-238.281,-21.790
0.180,-1.142,0.788,-62.317,-223.267,-24.841
0.371,-1.108,0.874,-25.208,-193.420,-20.447
0.601,-1.007,0.937,26.306,-154.602,-15.381
0.738,-0.880,1.028,80.383,-115.112,-12.817
0.843,-0.755,1.143,127.197,-76.477,-13.123
0.891,-0.677,1.266,157.532,-36.926,-15.259
0.939,-0.621,1.376,166.077,0.671,-17.883
0.926,-0.557,1.405,153.076,35.400,-17.944
0.836,-0.516,1.348,122.253,65.491,-10.681
0.745,-0.484,1.211,78.186,93.811,6.592
0.566,-0.486,1.028,27.893,125.000,23.254
0.368,-0.490,0.880,-11.108,160.339,36.560
0.143,-0.565,0.724,-30.273,188.965,58.350
0.203,-0.667,0.584,-43.335,211.121,92.102
-0.163,1.408,-1.567,-150.452,142.090,-26.611
-0.161,1.517,-1.726,-126.892,125.610,-37.048
-0.113,1.560,-1.790,-92.102,83.801,-50.964
0.042,1.667,-1.753,-57.251,20.447,-65.857
0.112,1.720,-1.593,-31.189,-47.607,-77.698
0.151,1.704,-1.470,-13.489,-95.947,-88.318
0.218,1.653,-1.338,-0.977,-111.267,-101.929
0.313,1.627,-1.213,14.954,-105.530,-118.164
0.377,1.670,-1.122,37.048,-92.163,-129.272
0.499,1.724,-1.021,59.204,-80.139,-132.629
0.574,1.823,-0.964,74.890,-72.388,-131.531
0.643,1.912,-0.894,82.581,-69.702,-124.207
0.720,2.007,-0.788,84.290,-75.684,-110.107
0.761,2.086,-0.677,83.252,-85.388,-92.468
0.792,2.112,-0.550,78.186,-93.079,-74.829
0.880,2.153,-0.441,64.453,-97.168,-61.096
1.002,2.199,-0.374,42.053,-97.778,-52.612
1.106,2.209,-0.359,17.456,-88.745,-46.631
1.191,2.189,-0.385,-1.465,-64.880,-38.086
1.235,2.152,-0.434,-8.972,-29.907,-25.269
1.235,2.099,-0.495,-4.944,10.681,-9.155
1.158,2.039,-0.558,7.568,51.392,10.071
1.036,1.997,-0.603,23.132,86.609,33.691
0.885,1.994,-0.636,38.330,109.131,59.814
0.731,2.027,-0.666,49.194,116.455,83.862
0.610,2.062,-0.686,52.612,111.877,101.318
0.507,2.059,-0.675,46.997,97.595,110.107
0.482,2.030,-0.734,32.898,74.890,113.586
0.461,2.024,-0.770,12.695,57.922,108.765
0.607,2.030,-0.746,-2.258,54.504,100.220
0.557,1.985,-0.783,-4.211,43.579,91.919
0.597,1.937,-0.769,-1.526,40.344,90.576
0.578,1.829,-0.760,-1.709,38.147,88.318
0.513,1.747,-0.753,-5.859,34.058,81.177
0.476,1.677,-0.739,-13.611,32.043,76.172
0.417,1.595,-0.726,-19.287,29.541,72.388
0.340,1.530,-0.727,-20.081,27.100,64.941
0.276,1.483,-0.727,-15.503,25.391,53.955
0.235,1.431,-0.713,-6.592,21.973,41.565
0.179,1.371,-0.687,3.479,13.733,28.076
0.139,1.291,-0.647,12.268,2.075,11.963
0.135,1.202,-0.602,16.663,-9.216,-8.057
0.109,1.123,-0.571,18.799,-19.958,-30.518
0.105,1.029,-0.527,22.827,-23.865,-50.598
0.095,0.921,-0.479,30.579,-21.057,-69.763
0.079,0.815,-0.450,43.396,-13.489,-89.111
0.010,0.698,-0.411,60.059,-4.333,-104.736
-0.046,0.591,-0.373,77.637,4.639,-115.784
-0.103,0.478,-0.342,92.590,12.207,-123.596
-0.142,0.329,-0.276,100.525,15.137,-127.502
-0.167,0.177,-0.198,97.046,9.766,-125.061
-0.205,0.032,-0.107,81.116,-4.028,-116.150
-0.266,-0.103,-0.008,55.542,-24.597,-102.966
-0.321,-0.232,0.065,27.039,-49.377,-89.905
-0.347,-0.374,0.137,0.732,-75.623,-81.177
-0.334,-0.573,0.232,-19.653,-100.464,-79.712
-0.310,-0.794,0.333,-33.569,-120.300,-83.008
-0.234,-1.011,0.425,-42.175,-133.850,-83.801
-0.160,-1.225,0.503,-46.326,-139.587,-79.163
-0.138,-1.385,0.583,-44.922,-133.484,-74.341
-0.023,-1.523,0.667,-37.170,-117.065,-67.627
0.148,-1.570,0.757,-22.400,-91.736,-60.974
0.389,-1.533,0.810,-3.906,-59.875,-58.350
0.631,-1.380,0.829,17.822,-26.489,-58.899
0.774,-1.224,0.797,39.734,0.732,-56.580
0.842,-1.110,0.743,59.021,22.278,-47.241
0.752,-1.046,0.701,73.059,42.908,-26.428
0.643,-1.050,0.671,76.721,71.167,5.859
0.497,-1.066,0.669,70.618,96.802,38.757
0.392,-1.048,0.622,57.251,109.924,67.261
0.280,-0.952,0.494,40.405,113.342,96.680
0.161,-0.844,0.447,25.818,102.783,126.831
0.067,-0.744,0.400,13.245,87.158,155.823
-0.059,-0.605,0.363,6.775,63.904,179.871
-0.119,-0.468,0.329,6.592,42.908,196.411
-0.174,-0.305,0.322,12.207,26.550,204.712
-0.232,-0.124,0.301,21.667,18.799,206.299
-0.265,0.066,0.283,33.752,16.663,202.698
-0.270,0.230,0.260,44.739,16.907,194.458
-0.245,0.378,0.233,49.622,14.832,183.105
-0.210,0.524,0.204,46.387,6.836,170.349
-0.183,0.691,0.161,36.377,-5.737,158.020
-0.148,0.875,0.099,22.034,-17.822,145.142
-0.141,1.065,0.038,4.639,-21.606,129.639
-0.082,1.275,-0.061,-14.893,-13.184,108.826
